time (UTC),latitude (degrees_north),BEUTI (mmol m-1 s-1)
2014-10-15T00:00:00Z,41.0,0.422
2014-10-15T00:00:00Z,42.0,0.071
2014-10-15T00:00:00Z,43.0,0.086
2014-10-15T00:00:00Z,44.0,0.02
2014-10-15T00:00:00Z,45.0,0.013
2014-10-15T00:00:00Z,46.0,-0.005
2014-10-15T00:00:00Z,47.0,-0.001
2014-11-15T00:00:00Z,31.0,0.425
2014-11-15T00:00:00Z,32.0,0.096
2014-11-15T00:00:00Z,33.0,0.003
2014-11-15T00:00:00Z,34.0,0.003
2014-11-15T00:00:00Z,35.0,0.062
2014-11-15T00:00:00Z,36.0,0.143
2014-11-15T00:00:00Z,37.0,0.076
2014-11-15T00:00:00Z,38.0,0.035
2014-11-15T00:00:00Z,39.0,0.025
2014-11-15T00:00:00Z,40.0,0.0
2014-11-15T00:00:00Z,41.0,-0.085
2014-11-15T00:00:00Z,42.0,-0.018
2014-11-15T00:00:00Z,43.0,-0.003
2014-11-15T00:00:00Z,44.0,-0.001
2014-11-15T00:00:00Z,45.0,-0.008
2014-11-15T00:00:00Z,46.0,-0.03
2014-11-15T00:00:00Z,47.0,-0.284
2014-12-15T00:00:00Z,31.0,0.407
2014-12-15T00:00:00Z,32.0,0.088
2014-12-15T00:00:00Z,33.0,0.031
2014-12-15T00:00:00Z,34.0,0.027
2014-12-15T00:00:00Z,35.0,0.219
2014-12-15T00:00:00Z,36.0,0.269
2014-12-15T00:00:00Z,37.0,0.134
2014-12-15T00:00:00Z,38.0,0.151
2014-12-15T00:00:00Z,39.0,0.356
2014-12-15T00:00:00Z,40.0,0.163
2014-12-15T00:00:00Z,41.0,-0.153
2014-12-15T00:00:00Z,42.0,-0.248
2014-12-15T00:00:00Z,43.0,-0.038
2014-12-15T00:00:00Z,44.0,0.005
2014-12-15T00:00:00Z,45.0,-0.262
2014-12-15T00:00:00Z,46.0,-0.069
2014-12-15T00:00:00Z,47.0,-0.83
2015-01-15T00:00:00Z,31.0,0.078
2015-01-15T00:00:00Z,32.0,0.135
2015-01-15T00:00:00Z,33.0,0.014
2015-01-15T00:00:00Z,34.0,-0.05
2015-01-15T00:00:00Z,35.0,0.32
2015-01-15T00:00:00Z,36.0,0.521
2015-01-15T00:00:00Z,37.0,0.759
2015-01-15T00:00:00Z,38.0,0.251
2015-01-15T00:00:00Z,39.0,0.416
2015-01-15T00:00:00Z,40.0,0.186
2015-01-15T00:00:00Z,41.0,0.088
2015-01-15T00:00:00Z,42.0,-0.184
2015-01-15T00:00:00Z,43.0,0.137
2015-01-15T00:00:00Z,44.0,-0.281
2015-01-15T00:00:00Z,45.0,-0.297
2015-01-15T00:00:00Z,46.0,-0.956
2015-01-15T00:00:00Z,47.0,-0.928
2015-02-15T00:00:00Z,31.0,0.561
2015-02-15T00:00:00Z,32.0,0.183
2015-02-15T00:00:00Z,33.0,0.033
2015-02-15T00:00:00Z,34.0,0.191
2015-02-15T00:00:00Z,35.0,0.801
2015-02-15T00:00:00Z,36.0,0.702
2015-02-15T00:00:00Z,37.0,0.417
2015-02-15T00:00:00Z,38.0,0.515
2015-02-15T00:00:00Z,39.0,1.166
2015-02-15T00:00:00Z,40.0,0.041
2015-02-15T00:00:00Z,41.0,0.028
2015-02-15T00:00:00Z,42.0,-0.217
2015-02-15T00:00:00Z,43.0,-0.004
2015-02-15T00:00:00Z,44.0,-0.342
2015-02-15T00:00:00Z,45.0,-0.818
2015-02-15T00:00:00Z,46.0,-0.545
2015-02-15T00:00:00Z,47.0,-0.475
2015-03-15T00:00:00Z,31.0,0.498
2015-03-15T00:00:00Z,32.0,0.172
2015-03-15T00:00:00Z,33.0,0.076
2015-03-15T00:00:00Z,34.0,0.548
2015-03-15T00:00:00Z,35.0,2.416
2015-03-15T00:00:00Z,36.0,3.432
2015-03-15T00:00:00Z,37.0,3.003
2015-03-15T00:00:00Z,38.0,4.182
2015-03-15T00:00:00Z,39.0,5.11
2015-03-15T00:00:00Z,40.0,4.224
2015-03-15T00:00:00Z,41.0,1.768
2015-03-15T00:00:00Z,42.0,0.441
2015-03-15T00:00:00Z,43.0,0.262
2015-03-15T00:00:00Z,44.0,-0.204
2015-03-15T00:00:00Z,45.0,-0.031
2015-03-15T00:00:00Z,46.0,-0.155
2015-03-15T00:00:00Z,47.0,-0.284
2015-04-15T00:00:00Z,31.0,1.496
2015-04-15T00:00:00Z,32.0,0.532
2015-04-15T00:00:00Z,33.0,0.607
2015-04-15T00:00:00Z,34.0,3.828
2015-04-15T00:00:00Z,35.0,12.251
2015-04-15T00:00:00Z,36.0,14.897
2015-04-15T00:00:00Z,37.0,13.043
2015-04-15T00:00:00Z,38.0,21.715
2015-04-15T00:00:00Z,39.0,22.211
2015-04-15T00:00:00Z,40.0,22.896
2015-04-15T00:00:00Z,41.0,14.167
2015-04-15T00:00:00Z,42.0,11.253
2015-04-15T00:00:00Z,43.0,5.639
2015-04-15T00:00:00Z,44.0,1.308
2015-04-15T00:00:00Z,45.0,0.779
2015-04-15T00:00:00Z,46.0,0.171
2015-04-15T00:00:00Z,47.0,0.263
2015-05-15T00:00:00Z,31.0,1.832
2015-05-15T00:00:00Z,32.0,0.88
2015-05-15T00:00:00Z,33.0,1.462
2015-05-15T00:00:00Z,34.0,5.285
2015-05-15T00:00:00Z,35.0,8.873
2015-05-15T00:00:00Z,36.0,10.462
2015-05-15T00:00:00Z,37.0,9.97
2015-05-15T00:00:00Z,38.0,17.522
2015-05-15T00:00:00Z,39.0,27.514
2015-05-15T00:00:00Z,40.0,26.84
2015-05-15T00:00:00Z,41.0,20.892
2015-05-15T00:00:00Z,42.0,20.148
2015-05-15T00:00:00Z,43.0,8.661
2015-05-15T00:00:00Z,44.0,4.55
2015-05-15T00:00:00Z,45.0,2.608
2015-05-15T00:00:00Z,46.0,1.757
2015-05-15T00:00:00Z,47.0,3.238
2015-06-15T00:00:00Z,31.0,1.034
2015-06-15T00:00:00Z,32.0,0.497
2015-06-15T00:00:00Z,33.0,0.836
2015-06-15T00:00:00Z,34.0,3.96
2015-06-15T00:00:00Z,35.0,6.871
2015-06-15T00:00:00Z,36.0,6.084
2015-06-15T00:00:00Z,37.0,7.399
2015-06-15T00:00:00Z,38.0,11.681
2015-06-15T00:00:00Z,39.0,17.491
2015-06-15T00:00:00Z,40.0,19.7
2015-06-15T00:00:00Z,41.0,19.885
2015-06-15T00:00:00Z,42.0,22.711
2015-06-15T00:00:00Z,43.0,10.975
2015-06-15T00:00:00Z,44.0,8.677
2015-06-15T00:00:00Z,45.0,5.254
2015-06-15T00:00:00Z,46.0,3.452
2015-06-15T00:00:00Z,47.0,5.282
2015-07-15T00:00:00Z,31.0,0.756
2015-07-15T00:00:00Z,32.0,0.224
2015-07-15T00:00:00Z,33.0,0.158
2015-07-15T00:00:00Z,34.0,0.737
2015-07-15T00:00:00Z,35.0,1.541
2015-07-15T00:00:00Z,36.0,1.832
2015-07-15T00:00:00Z,37.0,0.816
2015-07-15T00:00:00Z,38.0,3.06
2015-07-15T00:00:00Z,39.0,6.59
2015-07-15T00:00:00Z,40.0,8.122
2015-07-15T00:00:00Z,41.0,4.764
2015-07-15T00:00:00Z,42.0,5.68
2015-07-15T00:00:00Z,43.0,3.422
2015-07-15T00:00:00Z,44.0,3.069
2015-07-15T00:00:00Z,45.0,1.792
2015-07-15T00:00:00Z,46.0,2.372
2015-07-15T00:00:00Z,47.0,1.969
2015-08-15T00:00:00Z,31.0,0.906
2015-08-15T00:00:00Z,32.0,0.172
2015-08-15T00:00:00Z,33.0,0.094
2015-08-15T00:00:00Z,34.0,0.438
2015-08-15T00:00:00Z,35.0,0.422
2015-08-15T00:00:00Z,36.0,0.336
2015-08-15T00:00:00Z,37.0,1.209
2015-08-15T00:00:00Z,38.0,1.651
2015-08-15T00:00:00Z,39.0,5.085
2015-08-15T00:00:00Z,40.0,4.939
2015-08-15T00:00:00Z,41.0,4.161
2015-08-15T00:00:00Z,42.0,3.401
2015-08-15T00:00:00Z,43.0,2.652
2015-08-15T00:00:00Z,44.0,2.588
2015-08-15T00:00:00Z,45.0,1.775
2015-08-15T00:00:00Z,46.0,1.286
2015-08-15T00:00:00Z,47.0,2.832
2015-09-15T00:00:00Z,31.0,0.761
2015-09-15T00:00:00Z,32.0,0.094
2015-09-15T00:00:00Z,33.0,0.01
2015-09-15T00:00:00Z,34.0,0.057
2015-09-15T00:00:00Z,35.0,0.046
2015-09-15T00:00:00Z,36.0,0.186
2015-09-15T00:00:00Z,37.0,0.76
2015-09-15T00:00:00Z,38.0,2.323
2015-09-15T00:00:00Z,39.0,4.097
2015-09-15T00:00:00Z,40.0,6.1
2015-09-15T00:00:00Z,41.0,4.877
2015-09-15T00:00:00Z,42.0,3.421
2015-09-15T00:00:00Z,43.0,1.979
2015-09-15T00:00:00Z,44.0,1.286
2015-09-15T00:00:00Z,45.0,0.512
2015-09-15T00:00:00Z,46.0,0.512
2015-09-15T00:00:00Z,47.0,0.448
2015-10-15T00:00:00Z,31.0,0.739
2015-10-15T00:00:00Z,32.0,0.082
2015-10-15T00:00:00Z,33.0,0.002
2015-10-15T00:00:00Z,34.0,0.0
2015-10-15T00:00:00Z,35.0,0.021
2015-10-15T00:00:00Z,36.0,0.045
2015-10-15T00:00:00Z,37.0,0.073
2015-10-15T00:00:00Z,38.0,0.311
2015-10-15T00:00:00Z,39.0,0.957
2015-10-15T00:00:00Z,40.0,1.403
2015-10-15T00:00:00Z,41.0,2.26
2015-10-15T00:00:00Z,42.0,0.675
2015-10-15T00:00:00Z,43.0,0.34
2015-10-15T00:00:00Z,44.0,-0.185
2015-10-15T00:00:00Z,45.0,-0.166
2015-10-15T00:00:00Z,46.0,-0.021
2015-10-15T00:00:00Z,47.0,-0.021
2015-11-15T00:00:00Z,31.0,0.611
2015-11-15T00:00:00Z,32.0,0.142
2015-11-15T00:00:00Z,33.0,0.008
2015-11-15T00:00:00Z,34.0,0.019
2015-11-15T00:00:00Z,35.0,0.571
2015-11-15T00:00:00Z,36.0,1.107
2015-11-15T00:00:00Z,37.0,1.979
2015-11-15T00:00:00Z,38.0,1.341
2015-11-15T00:00:00Z,39.0,1.766
2015-11-15T00:00:00Z,40.0,0.77
2015-11-15T00:00:00Z,41.0,0.206
2015-11-15T00:00:00Z,42.0,-0.038
2015-11-15T00:00:00Z,43.0,-0.048
2015-11-15T00:00:00Z,44.0,-0.035
2015-11-15T00:00:00Z,45.0,-0.006
2015-11-15T00:00:00Z,46.0,0.006
2015-11-15T00:00:00Z,47.0,-0.062
2015-12-15T00:00:00Z,31.0,0.873
2015-12-15T00:00:00Z,32.0,0.375
2015-12-15T00:00:00Z,33.0,0.146
2015-12-15T00:00:00Z,34.0,0.471
2015-12-15T00:00:00Z,35.0,1.627
2015-12-15T00:00:00Z,36.0,1.875
2015-12-15T00:00:00Z,37.0,1.574
2015-12-15T00:00:00Z,38.0,0.901
2015-12-15T00:00:00Z,39.0,1.275
2015-12-15T00:00:00Z,40.0,-0.12
2015-12-15T00:00:00Z,41.0,-2.229
2015-12-15T00:00:00Z,42.0,-1.972
2015-12-15T00:00:00Z,43.0,-2.177
2015-12-15T00:00:00Z,44.0,-1.655
2015-12-15T00:00:00Z,45.0,-1.42
2015-12-15T00:00:00Z,46.0,-1.025
2015-12-15T00:00:00Z,47.0,-1.053
2016-01-15T00:00:00Z,31.0,0.858
2016-01-15T00:00:00Z,32.0,0.442
2016-01-15T00:00:00Z,33.0,0.221
2016-01-15T00:00:00Z,34.0,0.215
2016-01-15T00:00:00Z,35.0,0.722
2016-01-15T00:00:00Z,36.0,-0.348
2016-01-15T00:00:00Z,37.0,-1.7
2016-01-15T00:00:00Z,38.0,-1.493
2016-01-15T00:00:00Z,39.0,-5.571
2016-01-15T00:00:00Z,40.0,-4.844
2016-01-15T00:00:00Z,41.0,-8.323
2016-01-15T00:00:00Z,42.0,-5.772
2016-01-15T00:00:00Z,43.0,-4.345
2016-01-15T00:00:00Z,44.0,-3.367
2016-01-15T00:00:00Z,45.0,-3.128
2016-01-15T00:00:00Z,46.0,-4.033
2016-01-15T00:00:00Z,47.0,-5.03
2016-02-15T00:00:00Z,31.0,0.926
2016-02-15T00:00:00Z,32.0,0.595
2016-02-15T00:00:00Z,33.0,0.474
2016-02-15T00:00:00Z,34.0,0.91
2016-02-15T00:00:00Z,35.0,2.278
2016-02-15T00:00:00Z,36.0,2.884
2016-02-15T00:00:00Z,37.0,2.276
2016-02-15T00:00:00Z,38.0,0.686
2016-02-15T00:00:00Z,39.0,0.759
2016-02-15T00:00:00Z,40.0,0.281
2016-02-15T00:00:00Z,41.0,-2.105
2016-02-15T00:00:00Z,42.0,-1.567
2016-02-15T00:00:00Z,43.0,-2.241
2016-02-15T00:00:00Z,44.0,-2.069
2016-02-15T00:00:00Z,45.0,-1.985
2016-02-15T00:00:00Z,46.0,-1.755
2016-02-15T00:00:00Z,47.0,-1.818
2016-03-15T00:00:00Z,31.0,2.49
2016-03-15T00:00:00Z,32.0,0.842
2016-03-15T00:00:00Z,33.0,0.358
2016-03-15T00:00:00Z,34.0,2.348
2016-03-15T00:00:00Z,35.0,5.091
2016-03-15T00:00:00Z,36.0,4.437
2016-03-15T00:00:00Z,37.0,2.948
2016-03-15T00:00:00Z,38.0,2.883
2016-03-15T00:00:00Z,39.0,2.094
2016-03-15T00:00:00Z,40.0,0.73
2016-03-15T00:00:00Z,41.0,-2.775
2016-03-15T00:00:00Z,42.0,-3.296
2016-03-15T00:00:00Z,43.0,-3.714
2016-03-15T00:00:00Z,44.0,-3.393
2016-03-15T00:00:00Z,45.0,-2.329
2016-03-15T00:00:00Z,46.0,-2.211
2016-03-15T00:00:00Z,47.0,-1.694
2016-04-15T00:00:00Z,31.0,2.469
2016-04-15T00:00:00Z,32.0,1.339
2016-04-15T00:00:00Z,33.0,3.244
2016-04-15T00:00:00Z,34.0,7.229
2016-04-15T00:00:00Z,35.0,11.416
2016-04-15T00:00:00Z,36.0,13.522
2016-04-15T00:00:00Z,37.0,10.087
2016-04-15T00:00:00Z,38.0,11.897
2016-04-15T00:00:00Z,39.0,13.095
2016-04-15T00:00:00Z,40.0,8.872
2016-04-15T00:00:00Z,41.0,3.873
2016-04-15T00:00:00Z,42.0,4.222
2016-04-15T00:00:00Z,43.0,1.637
2016-04-15T00:00:00Z,44.0,-0.209
2016-04-15T00:00:00Z,45.0,0.405
2016-04-15T00:00:00Z,46.0,0.082
2016-04-15T00:00:00Z,47.0,0.043
2016-05-15T00:00:00Z,31.0,2.135
2016-05-15T00:00:00Z,32.0,1.209
2016-05-15T00:00:00Z,33.0,1.205
2016-05-15T00:00:00Z,34.0,4.233
2016-05-15T00:00:00Z,35.0,6.247
2016-05-15T00:00:00Z,36.0,8.009
2016-05-15T00:00:00Z,37.0,5.361
2016-05-15T00:00:00Z,38.0,13.788
2016-05-15T00:00:00Z,39.0,19.51
2016-05-15T00:00:00Z,40.0,23.379
2016-05-15T00:00:00Z,41.0,20.675
2016-05-15T00:00:00Z,42.0,16.95
2016-05-15T00:00:00Z,43.0,9.166
2016-05-15T00:00:00Z,44.0,5.72
2016-05-15T00:00:00Z,45.0,3.664
2016-05-15T00:00:00Z,46.0,1.563
2016-05-15T00:00:00Z,47.0,1.866
2016-06-15T00:00:00Z,31.0,1.174
2016-06-15T00:00:00Z,32.0,0.997
2016-06-15T00:00:00Z,33.0,2.24
2016-06-15T00:00:00Z,34.0,8.108
2016-06-15T00:00:00Z,35.0,8.295
2016-06-15T00:00:00Z,36.0,10.138
2016-06-15T00:00:00Z,37.0,10.508
2016-06-15T00:00:00Z,38.0,15.792
2016-06-15T00:00:00Z,39.0,19.4
2016-06-15T00:00:00Z,40.0,21.131
2016-06-15T00:00:00Z,41.0,10.528
2016-06-15T00:00:00Z,42.0,10.955
2016-06-15T00:00:00Z,43.0,6.42
2016-06-15T00:00:00Z,44.0,4.241
2016-06-15T00:00:00Z,45.0,2.859
2016-06-15T00:00:00Z,46.0,2.534
2016-06-15T00:00:00Z,47.0,3.008
2016-07-15T00:00:00Z,31.0,0.658
2016-07-15T00:00:00Z,32.0,0.414
2016-07-15T00:00:00Z,33.0,0.805
2016-07-15T00:00:00Z,34.0,2.627
2016-07-15T00:00:00Z,35.0,5.519
2016-07-15T00:00:00Z,36.0,8.12
2016-07-15T00:00:00Z,37.0,7.956
2016-07-15T00:00:00Z,38.0,15.477
2016-07-15T00:00:00Z,39.0,20.05
2016-07-15T00:00:00Z,40.0,26.645
2016-07-15T00:00:00Z,41.0,23.526
2016-07-15T00:00:00Z,42.0,17.314
2016-07-15T00:00:00Z,43.0,7.965
2016-07-15T00:00:00Z,44.0,4.033
2016-07-15T00:00:00Z,45.0,2.387
2016-07-15T00:00:00Z,46.0,1.33
2016-07-15T00:00:00Z,47.0,1.784
2016-08-15T00:00:00Z,31.0,0.818
2016-08-15T00:00:00Z,32.0,0.158
2016-08-15T00:00:00Z,33.0,0.112
2016-08-15T00:00:00Z,34.0,0.89
2016-08-15T00:00:00Z,35.0,2.135
2016-08-15T00:00:00Z,36.0,2.942
2016-08-15T00:00:00Z,37.0,2.548
2016-08-15T00:00:00Z,38.0,3.982
2016-08-15T00:00:00Z,39.0,8.25
2016-08-15T00:00:00Z,40.0,10.36
2016-08-15T00:00:00Z,41.0,16.543
2016-08-15T00:00:00Z,42.0,15.014
2016-08-15T00:00:00Z,43.0,7.951
2016-08-15T00:00:00Z,44.0,5.064
2016-08-15T00:00:00Z,45.0,1.611
2016-08-15T00:00:00Z,46.0,0.827
2016-08-15T00:00:00Z,47.0,2.654
2016-09-15T00:00:00Z,31.0,0.739
2016-09-15T00:00:00Z,32.0,0.135
2016-09-15T00:00:00Z,33.0,0.038
2016-09-15T00:00:00Z,34.0,0.322
2016-09-15T00:00:00Z,35.0,1.741
2016-09-15T00:00:00Z,36.0,2.436
2016-09-15T00:00:00Z,37.0,3.532
2016-09-15T00:00:00Z,38.0,4.885
2016-09-15T00:00:00Z,39.0,10.373
2016-09-15T00:00:00Z,40.0,10.732
2016-09-15T00:00:00Z,41.0,9.638
2016-09-15T00:00:00Z,42.0,8.471
2016-09-15T00:00:00Z,43.0,3.276
2016-09-15T00:00:00Z,44.0,3.324
2016-09-15T00:00:00Z,45.0,2.015
2016-09-15T00:00:00Z,46.0,0.713
2016-09-15T00:00:00Z,47.0,0.726
2016-10-15T00:00:00Z,31.0,0.861
2016-10-15T00:00:00Z,32.0,0.191
2016-10-15T00:00:00Z,33.0,0.026
2016-10-15T00:00:00Z,34.0,0.284
2016-10-15T00:00:00Z,35.0,1.241
2016-10-15T00:00:00Z,36.0,1.251
2016-10-15T00:00:00Z,37.0,1.126
2016-10-15T00:00:00Z,38.0,0.33
2016-10-15T00:00:00Z,39.0,1.013
2016-10-15T00:00:00Z,40.0,0.183
2016-10-15T00:00:00Z,41.0,-1.476
2016-10-15T00:00:00Z,42.0,-1.087
2016-10-15T00:00:00Z,43.0,-1.472
2016-10-15T00:00:00Z,44.0,-0.612
2016-10-15T00:00:00Z,45.0,-0.337
2016-10-15T00:00:00Z,46.0,-0.02
2016-10-15T00:00:00Z,47.0,-0.024
2016-11-15T00:00:00Z,31.0,0.424
2016-11-15T00:00:00Z,32.0,0.167
2016-11-15T00:00:00Z,33.0,0.025
2016-11-15T00:00:00Z,34.0,0.229
2016-11-15T00:00:00Z,35.0,0.996
2016-11-15T00:00:00Z,36.0,1.042
2016-11-15T00:00:00Z,37.0,0.663
2016-11-15T00:00:00Z,38.0,0.279
2016-11-15T00:00:00Z,39.0,0.007
2016-11-15T00:00:00Z,40.0,-0.06
2016-11-15T00:00:00Z,41.0,-0.125
2016-11-15T00:00:00Z,42.0,-0.05
2016-11-15T00:00:00Z,43.0,0.003
2016-11-15T00:00:00Z,44.0,-0.002
2016-11-15T00:00:00Z,45.0,0.0
2016-11-15T00:00:00Z,46.0,0.0
2016-11-15T00:00:00Z,47.0,0.0
2016-12-15T00:00:00Z,31.0,0.657
2016-12-15T00:00:00Z,32.0,0.45
2016-12-15T00:00:00Z,33.0,0.226
2016-12-15T00:00:00Z,34.0,0.532
2016-12-15T00:00:00Z,35.0,2.206
2016-12-15T00:00:00Z,36.0,3.263
2016-12-15T00:00:00Z,37.0,3.953
2016-12-15T00:00:00Z,38.0,1.971
2016-12-15T00:00:00Z,39.0,3.118
2016-12-15T00:00:00Z,40.0,2.356
2016-12-15T00:00:00Z,41.0,0.903
2016-12-15T00:00:00Z,42.0,0.874
2016-12-15T00:00:00Z,43.0,0.134
2016-12-15T00:00:00Z,44.0,0.239
2016-12-15T00:00:00Z,45.0,-0.126
2016-12-15T00:00:00Z,46.0,0.062
2016-12-15T00:00:00Z,47.0,-0.572
2017-01-15T00:00:00Z,31.0,0.685
2017-01-15T00:00:00Z,32.0,0.37
2017-01-15T00:00:00Z,33.0,0.248
2017-01-15T00:00:00Z,34.0,0.455
2017-01-15T00:00:00Z,35.0,1.005
2017-01-15T00:00:00Z,36.0,0.384
2017-01-15T00:00:00Z,37.0,-0.972
2017-01-15T00:00:00Z,38.0,-0.285
2017-01-15T00:00:00Z,39.0,-0.16
2017-01-15T00:00:00Z,40.0,0.128
2017-01-15T00:00:00Z,41.0,-4.085
2017-01-15T00:00:00Z,42.0,-3.708
2017-01-15T00:00:00Z,43.0,-2.08
2017-01-15T00:00:00Z,44.0,-1.599
2017-01-15T00:00:00Z,45.0,-3.904
2017-01-15T00:00:00Z,46.0,-1.958
2017-01-15T00:00:00Z,47.0,-6.221
2017-02-15T00:00:00Z,31.0,1.998
2017-02-15T00:00:00Z,32.0,1.002
2017-02-15T00:00:00Z,33.0,0.637
2017-02-15T00:00:00Z,34.0,1.065
2017-02-15T00:00:00Z,35.0,2.15
2017-02-15T00:00:00Z,36.0,0.53
2017-02-15T00:00:00Z,37.0,-1.263
2017-02-15T00:00:00Z,38.0,0.645
2017-02-15T00:00:00Z,39.0,-1.422
2017-02-15T00:00:00Z,40.0,-1.727
2017-02-15T00:00:00Z,41.0,-3.794
2017-02-15T00:00:00Z,42.0,-5.401
2017-02-15T00:00:00Z,43.0,-1.299
2017-02-15T00:00:00Z,44.0,-2.811
2017-02-15T00:00:00Z,45.0,-1.018
2017-02-15T00:00:00Z,46.0,-2.67
2017-02-15T00:00:00Z,47.0,-1.326
2017-03-15T00:00:00Z,31.0,2.01
2017-03-15T00:00:00Z,32.0,1.134
2017-03-15T00:00:00Z,33.0,0.98
2017-03-15T00:00:00Z,34.0,3.465
2017-03-15T00:00:00Z,35.0,7.451
2017-03-15T00:00:00Z,36.0,7.425
2017-03-15T00:00:00Z,37.0,4.604
2017-03-15T00:00:00Z,38.0,3.923
2017-03-15T00:00:00Z,39.0,3.607
2017-03-15T00:00:00Z,40.0,1.66
2017-03-15T00:00:00Z,41.0,-2.597
2017-03-15T00:00:00Z,42.0,-1.945
2017-03-15T00:00:00Z,43.0,-4.394
2017-03-15T00:00:00Z,44.0,-3.82
2017-03-15T00:00:00Z,45.0,-4.663
2017-03-15T00:00:00Z,46.0,-2.794
2017-03-15T00:00:00Z,47.0,-3.609
2017-04-15T00:00:00Z,31.0,4.948
2017-04-15T00:00:00Z,32.0,2.156
2017-04-15T00:00:00Z,33.0,2.852
2017-04-15T00:00:00Z,34.0,9.74
2017-04-15T00:00:00Z,35.0,11.675
2017-04-15T00:00:00Z,36.0,11.015
2017-04-15T00:00:00Z,37.0,7.017
2017-04-15T00:00:00Z,38.0,8.157
2017-04-15T00:00:00Z,39.0,8.559
2017-04-15T00:00:00Z,40.0,7.284
2017-04-15T00:00:00Z,41.0,0.051
2017-04-15T00:00:00Z,42.0,-0.47
2017-04-15T00:00:00Z,43.0,-0.685
2017-04-15T00:00:00Z,44.0,-2.077
2017-04-15T00:00:00Z,45.0,-2.735
2017-04-15T00:00:00Z,46.0,-1.668
2017-04-15T00:00:00Z,47.0,-1.831
2017-05-15T00:00:00Z,31.0,2.237
2017-05-15T00:00:00Z,32.0,1.369
2017-05-15T00:00:00Z,33.0,3.138
2017-05-15T00:00:00Z,34.0,9.801
2017-05-15T00:00:00Z,35.0,15.358
2017-05-15T00:00:00Z,36.0,17.98
2017-05-15T00:00:00Z,37.0,17.217
2017-05-15T00:00:00Z,38.0,25.0
2017-05-15T00:00:00Z,39.0,30.684
2017-05-15T00:00:00Z,40.0,29.545
2017-05-15T00:00:00Z,41.0,17.726
2017-05-15T00:00:00Z,42.0,15.811
2017-05-15T00:00:00Z,43.0,8.629
2017-05-15T00:00:00Z,44.0,3.919
2017-05-15T00:00:00Z,45.0,3.911
2017-05-15T00:00:00Z,46.0,0.911
2017-05-15T00:00:00Z,47.0,1.56
2017-06-15T00:00:00Z,31.0,2.088
2017-06-15T00:00:00Z,32.0,1.169
2017-06-15T00:00:00Z,33.0,3.415
2017-06-15T00:00:00Z,34.0,7.675
2017-06-15T00:00:00Z,35.0,11.423
2017-06-15T00:00:00Z,36.0,14.985
2017-06-15T00:00:00Z,37.0,11.665
2017-06-15T00:00:00Z,38.0,15.916
2017-06-15T00:00:00Z,39.0,20.73
2017-06-15T00:00:00Z,40.0,18.116
2017-06-15T00:00:00Z,41.0,10.237
2017-06-15T00:00:00Z,42.0,15.387
2017-06-15T00:00:00Z,43.0,8.018
2017-06-15T00:00:00Z,44.0,4.416
2017-06-15T00:00:00Z,45.0,3.119
2017-06-15T00:00:00Z,46.0,1.899
2017-06-15T00:00:00Z,47.0,1.965
2017-07-15T00:00:00Z,31.0,0.792
2017-07-15T00:00:00Z,32.0,0.469
2017-07-15T00:00:00Z,33.0,0.476
2017-07-15T00:00:00Z,34.0,2.656
2017-07-15T00:00:00Z,35.0,5.474
2017-07-15T00:00:00Z,36.0,8.684
2017-07-15T00:00:00Z,37.0,9.757
2017-07-15T00:00:00Z,38.0,13.538
2017-07-15T00:00:00Z,39.0,24.207
2017-07-15T00:00:00Z,40.0,26.437
2017-07-15T00:00:00Z,41.0,20.43
2017-07-15T00:00:00Z,42.0,21.464
2017-07-15T00:00:00Z,43.0,10.673
2017-07-15T00:00:00Z,44.0,7.81
2017-07-15T00:00:00Z,45.0,1.975
2017-07-15T00:00:00Z,46.0,1.342
2017-07-15T00:00:00Z,47.0,3.098
2017-08-15T00:00:00Z,31.0,0.79
2017-08-15T00:00:00Z,32.0,0.241
2017-08-15T00:00:00Z,33.0,0.308
2017-08-15T00:00:00Z,34.0,1.191
2017-08-15T00:00:00Z,35.0,2.107
2017-08-15T00:00:00Z,36.0,3.545
2017-08-15T00:00:00Z,37.0,5.055
2017-08-15T00:00:00Z,38.0,2.456
2017-08-15T00:00:00Z,39.0,8.977
2017-08-15T00:00:00Z,40.0,13.155
2017-08-15T00:00:00Z,41.0,11.446
2017-08-15T00:00:00Z,42.0,12.377
2017-08-15T00:00:00Z,43.0,7.269
2017-08-15T00:00:00Z,44.0,4.374
2017-08-15T00:00:00Z,45.0,3.799
2017-08-15T00:00:00Z,46.0,1.109
2017-08-15T00:00:00Z,47.0,2.15
2017-09-15T00:00:00Z,31.0,0.871
2017-09-15T00:00:00Z,32.0,0.226
2017-09-15T00:00:00Z,33.0,0.112
2017-09-15T00:00:00Z,34.0,0.607
2017-09-15T00:00:00Z,35.0,1.137
2017-09-15T00:00:00Z,36.0,1.686
2017-09-15T00:00:00Z,37.0,0.361
2017-09-15T00:00:00Z,38.0,-0.752
2017-09-15T00:00:00Z,39.0,6.09
2017-09-15T00:00:00Z,40.0,4.558
2017-09-15T00:00:00Z,41.0,6.045
2017-09-15T00:00:00Z,42.0,5.276
2017-09-15T00:00:00Z,43.0,2.566
2017-09-15T00:00:00Z,44.0,0.397
2017-09-15T00:00:00Z,45.0,1.486
2017-09-15T00:00:00Z,46.0,1.235
